Afrique,Chine,Asie Pacifique,Amerique Latine et Caraïbes,Etats-Unis,Inde,Brésil,Russie,Union européenne,Indonésie,Australie,Canada,Europe,Moyen-Orient,Mexique,Japon
Afrique,10124641.014164014,324809.6181306977,230394.14425732908,97545.56922737372,338547.640857232,147479.05802770588,50948.7363565085,51651.0940364598,903324.5490969521,21288.632159477,34217.262770895824,45390.4881641407,321732.6991476518,395051.6344609857,23948.799048805377,97331.62492287024
Chine,30644.962569398267,5492232.326449828,217309.74844282327,44890.159979925644,165391.22959208814,21140.709449053385,13449.446973788494,21379.426949376906,111124.48015302862,10934.607371027698,20458.9760991465,18088.469495955567,42520.5534790193,64914.26178067012,8222.66904271654,78217.52984142673
Asie Pacifique,141085.53912980988,1023556.5992940372,3866016.439958137,101140.85809360076,389779.6790492368,391538.4351907296,28938.604013183827,67397.30768168978,447172.3573801247,99887.53278650378,114520.39970302931,48836.312669115636,175468.05407972418,271064.4706528072,20665.539544653446,299689.16679557547
Amerique Latine et Caraïbes,85854.4870580321,232248.60744592716,141816.88145601386,4133376.102460817,318004.68565304106,51513.66219571796,132924.0593920498,140842.12941571363,316273.80509329017,11068.30270400948,15038.028149181011,35003.061821021845,75337.9445528864,147408.35165050256,42092.196521600854,74300.71805191968
Etats-Unis,55884.88323159255,425950.3321209397,265516.8478796212,136260.62155721764,4658222.821979878,20900.271791788804,17702.914612061257,31689.03015927564,120962.03136532911,14566.828632543298,17826.40585848542,145605.11042818034,55842.74815112326,81574.73331499571,149533.90995580945,162775.65869654424
Inde,21117.799993403645,27855.014208477634,68339.18913725203,8551.966260054052,47635.80180088108,2033397.7415850095,3307.121529902007,5573.830278587387,43880.65675247509,7394.816349184087,5460.00967707719,4856.298393708099,17672.577874316918,56606.87987609452,2702.7403774202367,12568.004329664094
Brésil,42908.361904478734,134718.52142563957,120106.11180883137,150299.28503214926,76386.15443346679,12752.921922054971,3489299.339320607,41693.82007890815,88604.73006413081,6922.234193282742,5338.4355513534765,7724.323517618685,30313.416669764025,128996.38462785054,5572.738081000869,31906.052950627167
Russie,76105.43774603917,475631.11262986227,245022.02348567004,34558.681908460254,118980.44813417998,36183.70449558694,11212.506853692037,4627408.238488923,270472.9921131148,12859.517724023242,14531.637268998818,12039.77673558806,159859.1957573141,198818.67828925565,7670.864611847019,52009.410873516965
Union européenne,58189.73789999452,43647.09008279943,52373.385471509675,17191.348666647038,55683.50566890594,11314.413863132424,7955.840451264745,35519.0656309729,2329357.438469774,3994.3009262876863,9354.569421113763,8790.32935466416,140775.3900268486,84406.01159657532,4630.8681849738405,23198.453589624605
Indonésie,9437.484915585052,46588.407216007734,49594.08361889577,6012.897872753193,31226.46874795892,27576.507926456445,3912.048556118028,3790.910086623511,30895.43538720234,1266074.9221670171,4289.11544942578,3931.931553635212,9981.985674303422,18553.460915794923,1479.1069442746314,21763.248165210953
Australie,26977.255670358183,159250.3049696391,244476.41950365645,18115.005088960323,102376.58789106025,18086.835969964424,5736.939747968684,28429.61196092956,71766.242856404,71407.64536835851,1741531.159685765,10209.222616646355,33343.68988223342,88591.6200794014,3333.3118928293716,149099.93087381573
Canada,23700.016194407035,201133.8896203163,102227.45424688185,42481.847698103506,523311.9457220409,17808.35359118885,7436.820843745933,8095.962541129479,67100.26064879801,7478.7081286728435,9040.964725979382,1283384.1033003295,30642.56639075903,36564.09324264278,34208.26447816779,107663.3955100367
Europe,43400.484896341215,28546.307786869387,62996.8547416783,8688.763655227307,36669.36173059016,15082.707370404543,4527.572229303781,87088.49723370648,202822.55841174853,4452.46042888016,5231.1191121476695,5113.338636145814,904407.9295958737,108106.4820831851,2120.615415619251,13284.351209150456
Moyen-Orient,54211.222754670925,39681.10959332023,65018.94904731346,8292.87096764116,58659.041556706004,26718.7173856776,4293.160087293595,15594.407117907647,85094.65016474632,7516.798023109296,4906.337695296139,4578.79583605533,39714.14679047897,596778.2858468038,2498.086893907037,12105.774357477327
Mexique,2089.7256369514294,4956.61167827028,6065.187604322133,20126.368629949302,189960.88445683834,762.2283501991789,1782.4915237017542,7454.7814174970235,7439.561801695102,292.541283058994,909.0986493477416,7555.135334460394,3976.1007979736964,2904.1589348223297,1024844.0523767363,9121.532045289232
Japon,185.89557035811785,2165.3319683399113,2610.984541577332,251.2587001924001,1223.260414298365,185.75182468014972,83.91200640070358,153.49432390166317,785.6733760266106,131.28583855736426,163.33932790354808,106.16227545742568,327.4661741228508,485.2816432902571,65.01954460423644,308910.2659405492
